categoria,puntaje,fuente,codigo,nombre,organismo,region,fecha_cierre,monto,moneda,url,razones
excelente,100,compra_agil,5621-311-COT26, Café en grano tostado,UNIVERSIDAD DE CHILE,Región Metropolitana de Santiago,2026-09-09 09:00,1000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5621-311-COT26,Ítem UNSPSC 50201706 (Café) | Pide café en grano o de especialidad | Menciona café tostado | Encaja con suministro de café (tu rubro)
excelente,100,compra_agil,578459-733-COT26,IINSUMOS DE CAFETERIA- MEMO 352-4/26-PROGRAMA SALUD FAMILIAR- PAULINA HERMOSILLA-CESFAM ISLA DE MAIPO,CORP MUNICIPAL DE ISLA DE MAIPO PARA L,Región Metropolitana de Santiago,2026-09-09 12:00,200000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=578459-733-COT26,"Ítem UNSPSC 50201706 (Café) | Pide café en grano o de especialidad | Pide café instantáneo o tipo Nescafé (equivalente posible, no es tu fuerte) | Encaja con suministro de café (tu rubro)"
buena,57,compra_agil,613925-15-COT26,"Servicio de Coffe para para 15 personas para el Consejo Regional de Los Ríos. Los Robles #04 (Interior), Isla Teja, Valdivia. 10.09.2026 a las 10.30 AM a 12.30 PM",SUBSECRETARIA DEL MEDIO AMBIENTE,Región de Los Ríos,2026-09-11 02:19,120000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=613925-15-COT26,"Pide café en grano o de especialidad | Habla de origen, arábica o especialidad | Encaja con suministro de café (tu rubro)"
buena,55,compra_agil,1758-176-COT26,SERVICIOS DE CAFETERIA Y ALIEMTNACION JORNADA DE HERRAMIENTAS DE GESTION POR LAS COMUNIDADES EDUCATIVAS EN PUERTO GUADAL,SECRETARIA REGIONAL MINISTERIAL DE EDUCACION XI REGION,Región Aysén del General Carlos Ibáñez del Campo,2026-09-08 15:00,608000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1758-176-COT26,Pide café en grano o de especialidad | Es un servicio de coffee break o catering
buena,55,compra_agil,1758-175-COT26,SERVICIOS DE CAFETERIA Y ALIEMTNACION JORNADA DE HERRAMIENTAS DE GESTION POR LAS COMUNIDADES EDUCATIVAS EN COCHRANE,SECRETARIA REGIONAL MINISTERIAL DE EDUCACION XI REGION,Región Aysén del General Carlos Ibáñez del Campo,2026-09-08 15:00,608000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1758-175-COT26,Pide café en grano o de especialidad | Es un servicio de coffee break o catering
buena,50,compra_agil,2202-333-COT26,"Servicio de Coffe para pertinencia cultural, Hospital de Curacautín.",SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,Región de la Araucanía ,2026-09-08 10:00,380000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2202-333-COT26,Ítem UNSPSC 50201706 (Café) | Encaja con suministro de café (tu rubro)
regular,18,compra_agil,1057486-124-COT26,Insumos de Cafetería,DIRECCION SERVICIO SALUD METROPOLITANO O,Región Metropolitana de Santiago,2026-09-08 08:00,257952.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1057486-124-COT26,Compra de café o insumos de cafetería
regular,18,compra_agil,2731-989-COT26,SC. N°14.050-DIRECCIÓN DE DESARROLLO ECONÓMICO LOCAL-DIDEL-INSUMOS CAFETERÍA,I MUNICIPALIDAD DE PENAFLOR,Región Metropolitana de Santiago,2026-09-08 09:49,242000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2731-989-COT26,Compra de café o insumos de cafetería
regular,18,compra_agil,578459-739-COT26,INSUMOS DE CAFETERIA- MEMO 368-5/26-PROGRAMA SALUD FAMILIAR- PAULINA HERMOSILLA- SAN VICENTE DE NALTAGUA,CORP MUNICIPAL DE ISLA DE MAIPO PARA L,Región Metropolitana de Santiago,2026-09-09 12:00,150000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=578459-739-COT26,Compra de café o insumos de cafetería
servicio,26,compra_agil,5251-886-COT26,"SERVICIO DE ARRIENDO SALON Y PATIO AL AIRE LIBRE PARA TALLER DE CAPACITACIÓN, Y COFFE, COMUNA MELIPILLA",UNIVERSIDAD TECNOLOGICA METROPOLITANA,Región Metropolitana de Santiago,2026-09-07 21:00,3984000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5251-886-COT26,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,26,compra_agil,5251-884-COT26,SERVICIO ARRIENDO DE SALÓN Y SERVICIO DE COFFE – 8 JORNADAS - MELIPILLA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,Región Metropolitana de Santiago,2026-09-08 10:00,3900000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5251-884-COT26,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,26,compra_agil,2598-164-COT26,SERVICIO DE COFFE PARA INAUGURACION DE MAMOGRAFO COMUNAL,I MUNICIPALIDAD DE CONCON,Región de Valparaíso ,2026-09-08 15:00,1200000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2598-164-COT26,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,26,compra_agil,2416-251-COT26,SERVICIO DE SUMINISTRO DE ALIMENTACIÓN TIPO COFFE/ DIDECO / MEMO N°537 ,I MUNICIPALIDAD DE CONCEPCION,Región del Biobío ,2026-09-08 15:40,7000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=2416-251-COT26,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,26,compra_agil,3485-838-COT26,SERVICIO DE COFFE,I MUNICIPALIDAD DE NUEVA IMPERIAL,Región de la Araucanía ,2026-09-08 17:00,300000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3485-838-COT26,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,26,compra_agil,3904-811-COT26,OP26-1230 Servicio de alimentación consistente en un Coffe para el día jueves 10 de Septiembre a las 8:30hr en Sala de Reuniones de la DDEL.,I MUNICIPALIDAD DE BULNES,Región del Ñuble,2026-09-08 18:45,80000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3904-811-COT26,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,26,licitacion,1057384-136-L126,COFFE BREAK HOSPITAL TOCOPILLA,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M,Región Metropolitana de Santiago,2026-09-16T18:27:00,200000.0,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057384-136-L126,Es un servicio de coffee break o catering | Código de servicio de cafetería/catering
servicio,20,licitacion,1237328-58-LE26,Suministro Servicio Coffe Break APS,,,2026-09-07T19:49:00,,CLP,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1237328-58-LE26,Es un servicio de coffee break o catering
servicio,20,compra_agil,3778-231-COT26,COFFE BREAK 2026000276,I MUNICIPALIDAD DE HIJUELAS,Región de Valparaíso ,2026-09-08 09:00,70000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3778-231-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1208106-31-COT26,"Servicios de Coffe Break y entrega de colaciones jornada para niños y niñas de la Dirección Regional de Los Ríos, entrega 23 de septiembre de 2026 en la ciudad de Valdivia",SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI,Región de Los Ríos,2026-09-08 10:00,740000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1208106-31-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,5495-21-COT26,Servicio de Coffee break para Magíster de la Facultad de Gobierno,UNIVERSIDAD DE CHILE,Región Metropolitana de Santiago,2026-09-08 12:00,7000000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=5495-21-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,3884-483-COT26,ADQUISICION DE SERVICIO DE COFFE BREAK QUE INCLUYA MANTELERIA Y VAJILLAS ,I MUNICIPALIDAD PAIHUANO,Región de Coquimbo ,2026-09-08 13:30,200000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=3884-483-COT26,Es un servicio de coffee break o catering
servicio,20,compra_agil,1469-2868-COT26,2000043642 Servicio de Cafetería 60 personas,UNIVERSIDAD DE TALCA,Región del Maule ,2026-09-08 13:40,400000.0,CLP,https://www.mercadopublico.cl/Home/Search?k=1469-2868-COT26,Es un servicio de coffee break o catering
